Date,Region,Temperature_Max_F,Temperature_Min_F,Precipitation_Inches,Wind_Speed_Max_MPH,Storm_Flag,Heatwave_Flag,Freeze_Flag
2023-12-17,Montgomery,89.3,79.9,0.23,5.3,0,0,0
2023-12-17,Mobile,62.9,54.4,0.67,8.8,0,0,0
2023-12-17,Huntsville,92.2,80.3,0.93,0.6,0,0,0
2023-12-17,Rural North,71.1,53.9,0.11,7.0,0,0,0
2023-12-17,Rural South,109.0,91.2,1.81,7.4,1,1,0
2023-12-18,Birmingham,77.4,61.5,0.17,9.2,0,0,0
2023-12-18,Montgomery,73.4,54.4,0.0,12.1,0,0,0
2023-12-18,Mobile,79.3,59.9,0.38,3.0,0,0,0
2023-12-18,Huntsville,95.2,85.4,0.23,13.3,0,1,0
2023-12-18,Rural North,86.3,68.6,0.28,14.4,0,0,0
2023-12-18,Rural South,100.8,88.4,0.46,4.4,0,1,0
2023-12-19,Birmingham,57.3,40.3,0.08,1.3,0,0,0
2023-12-19,Montgomery,81.6,67.3,0.57,9.4,0,0,0
2023-12-19,Mobile,69.1,55.2,0.1,15.0,0,0,0
2023-12-19,Huntsville,55.7,45.3,0.06,8.2,0,0,0
2023-12-19,Rural North,64.2,45.8,0.05,14.2,0,0,0
2023-12-19,Rural South,61.1,46.7,0.41,7.1,0,0,0
2023-12-20,Birmingham,63.3,47.9,0.15,8.1,0,0,0
2023-12-20,Montgomery,97.1,88.0,0.45,20.9,0,1,0
2023-12-20,Mobile,91.5,81.4,0.11,19.8,0,0,0
2023-12-20,Huntsville,49.0,34.6,0.42,18.5,0,0,0
2023-12-20,Rural North,71.4,60.7,0.67,13.4,0,0,0
2023-12-20,Rural South,66.7,55.2,0.48,7.1,0,0,0
2023-12-21,Birmingham,101.8,93.0,0.03,14.9,0,1,0
2023-12-21,Montgomery,94.9,88.0,0.18,15.8,0,0,0
2023-12-21,Mobile,76.5,63.5,0.3,5.5,0,0,0
2023-12-21,Huntsville,76.5,64.4,0.09,6.8,0,0,0
2023-12-21,Rural North,80.2,71.5,0.22,5.6,0,0,0
2023-12-21,Rural South,82.6,75.6,0.11,12.8,0,0,0
2023-12-22,Birmingham,78.0,58.8,0.07,4.7,0,0,0
2023-12-22,Montgomery,78.9,60.8,0.03,6.1,0,0,0
2023-12-22,Mobile,71.4,59.7,0.29,17.7,0,0,0
2023-12-22,Huntsville,70.6,60.3,0.05,9.3,0,0,0
2023-12-22,Rural North,92.5,82.6,0.2,15.4,0,0,0
2023-12-22,Rural South,84.9,68.1,0.09,11.6,0,0,0
2023-12-23,Birmingham,112.7,102.0,0.22,8.6,0,1,0
2023-12-23,Montgomery,76.9,65.9,0.19,10.7,0,0,0
2023-12-23,Mobile,105.6,92.2,0.44,2.2,0,1,0
2023-12-23,Huntsville,97.4,90.8,0.18,10.5,0,1,0
2023-12-23,Rural North,101.1,88.7,0.29,8.6,0,1,0
2023-12-23,Rural South,92.4,86.9,0.03,2.9,0,0,0
2023-12-24,Birmingham,75.0,66.7,0.14,7.6,0,0,0
2023-12-24,Montgomery,83.0,67.9,0.3,15.0,0,0,0
2023-12-24,Mobile,68.2,51.0,0.08,16.6,0,0,0
2023-12-24,Huntsville,76.7,58.2,0.01,20.9,0,0,0
2023-12-24,Rural North,78.0,71.0,0.05,9.7,0,0,0
2023-12-24,Rural South,75.3,56.5,0.04,9.1,0,0,0
2023-12-25,Birmingham,83.8,71.0,0.17,4.3,0,0,0
2023-12-25,Montgomery,80.3,75.3,0.12,3.3,0,0,0
2023-12-25,Mobile,61.1,56.0,0.23,15.8,0,0,0
2023-12-25,Huntsville,85.7,77.9,0.09,2.1,0,0,0
2023-12-25,Rural North,96.7,87.5,0.59,15.3,0,1,0
2023-12-25,Rural South,96.5,78.0,0.07,17.2,0,1,0
2023-12-26,Birmingham,82.5,75.0,0.07,6.4,0,0,0
2023-12-26,Montgomery,82.9,65.3,0.17,9.7,0,0,0
2023-12-26,Mobile,78.6,67.9,0.01,16.8,0,0,0
2023-12-26,Huntsville,84.6,76.6,0.45,14.8,0,0,0
2023-12-26,Rural North,93.9,77.4,0.33,5.3,0,0,0
2023-12-26,Rural South,90.6,76.8,0.14,14.5,0,0,0
2023-12-27,Birmingham,85.3,79.8,0.13,6.4,0,0,0
2023-12-27,Montgomery,72.8,63.4,0.18,7.8,0,0,0
2023-12-27,Mobile,57.7,49.3,0.13,3.7,0,0,0
2023-12-27,Huntsville,72.0,64.9,0.17,16.4,0,0,0
2023-12-27,Rural North,84.8,79.2,0.15,16.4,0,0,0
2023-12-27,Rural South,79.2,69.4,0.05,2.6,0,0,0
2023-12-28,Birmingham,70.1,54.7,0.05,8.3,0,0,0
2023-12-28,Montgomery,83.6,78.3,0.14,8.4,0,0,0
2023-12-28,Mobile,58.1,47.2,0.05,7.3,0,0,0
2023-12-28,Huntsville,77.1,58.8,0.18,4.9,0,0,0
2023-12-28,Rural North,108.6,96.8,0.38,13.3,0,1,0
2023-12-28,Rural South,62.3,53.7,0.02,4.0,0,0,0
2023-12-29,Birmingham,94.2,77.5,0.48,7.5,0,0,0
2023-12-29,Montgomery,59.6,50.4,0.05,12.0,0,0,0
2023-12-29,Mobile,79.9,64.2,0.26,6.6,0,0,0
2023-12-29,Huntsville,74.5,63.4,0.22,11.3,0,0,0
2023-12-29,Rural North,80.4,70.3,0.15,4.0,0,0,0
2023-12-29,Rural South,82.4,67.7,0.01,13.4,0,0,0
2023-12-30,Birmingham,63.4,47.5,0.22,10.8,0,0,0
2023-12-30,Montgomery,73.2,58.8,0.08,5.2,0,0,0
2023-12-30,Mobile,71.2,59.0,0.09,7.3,0,0,0
2023-12-30,Huntsville,121.8,104.5,0.14,19.5,0,1,0
2023-12-30,Rural North,70.0,64.1,0.03,17.7,0,0,0
2023-12-30,Rural South,83.2,66.2,0.04,13.4,0,0,0
2023-12-31,Birmingham,125.9,115.5,0.12,15.2,0,1,0
2023-12-31,Montgomery,69.5,55.5,0.01,10.5,0,0,0
2023-12-31,Mobile,77.3,65.0,0.07,15.1,0,0,0
2023-12-31,Huntsville,86.2,70.6,0.08,2.7,0,0,0
2023-12-31,Rural North,79.0,70.1,0.08,12.3,0,0,0
2023-12-31,Rural South,79.7,68.2,0.01,17.1,0,0,0
2024-01-01,Birmingham,85.7,66.6,0.02,14.6,0,0,0
2024-01-01,Montgomery,90.9,77.9,0.04,14.8,0,0,0
2024-01-01,Mobile,77.9,61.2,0.09,7.2,0,0,0
2024-01-01,Huntsville,64.3,55.7,0.09,0.1,0,0,0
2024-01-01,Rural North,92.1,83.6,0.3,9.2,0,0,0
2024-01-01,Rural South,66.5,56.5,0.68,16.5,0,0,0
2024-01-02,Birmingham,75.2,56.5,0.4,5.0,0,0,0
2024-01-02,Montgomery,73.3,59.9,0.28,11.5,0,0,0
2024-01-02,Mobile,56.3,39.7,0.17,10.9,0,0,0
2024-01-02,Huntsville,90.0,84.3,0.17,8.2,0,0,0
2024-01-02,Rural North,82.0,62.3,0.08,24.0,0,0,0
2024-01-02,Rural South,88.9,71.3,0.13,1.3,0,0,0
2024-01-03,Birmingham,89.3,78.8,0.55,12.0,0,0,0
2024-01-03,Montgomery,79.8,74.5,0.1,8.8,0,0,0
2024-01-03,Mobile,85.0,71.9,0.05,17.3,0,0,0
2024-01-03,Huntsville,88.1,80.5,0.01,12.8,0,0,0
2024-01-03,Rural North,67.5,53.8,0.43,7.5,0,0,0
2024-01-03,Rural South,78.2,67.2,0.64,8.2,0,0,0
2024-01-04,Birmingham,95.0,77.7,0.11,5.6,0,0,0
2024-01-04,Montgomery,80.8,67.7,0.27,3.0,0,0,0
2024-01-04,Mobile,90.0,80.7,0.02,6.1,0,0,0
2024-01-04,Huntsville,67.6,48.1,0.28,8.0,0,0,0
2024-01-04,Rural North,64.8,54.4,0.07,0.6,0,0,0
2024-01-04,Rural South,73.3,56.6,0.16,7.6,0,0,0
2024-01-05,Birmingham,74.5,62.0,0.37,6.7,0,0,0
2024-01-05,Montgomery,79.0,59.1,0.02,14.3,0,0,0
2024-01-05,Mobile,67.0,49.4,0.02,7.2,0,0,0
2024-01-05,Huntsville,78.6,60.7,0.02,18.0,0,0,0
2024-01-05,Rural North,50.6,41.0,0.1,10.6,0,0,0
2024-01-05,Rural South,69.9,64.2,0.15,10.0,0,0,0
2024-01-06,Birmingham,88.4,70.9,0.07,1.3,0,0,0
2024-01-06,Montgomery,89.1,80.2,0.2,20.7,0,0,0
2024-01-06,Mobile,95.0,80.7,0.21,7.7,0,0,0
2024-01-06,Huntsville,58.3,51.4,0.04,11.4,0,0,0
2024-01-06,Rural North,106.5,87.0,0.96,10.6,0,1,0
2024-01-06,Rural South,94.1,76.3,0.04,13.2,0,0,0
2024-01-07,Birmingham,55.7,49.1,0.04,7.7,0,0,0
2024-01-07,Montgomery,77.4,69.1,0.12,6.7,0,0,0
2024-01-07,Mobile,109.1,89.7,0.62,3.5,0,1,0
2024-01-07,Huntsville,74.6,56.3,0.01,13.0,0,0,0
2024-01-07,Rural North,99.4,92.8,0.17,16.6,0,1,0
2024-01-07,Rural South,100.6,88.2,0.04,9.3,0,1,0
2024-01-08,Birmingham,75.1,56.0,0.01,6.0,0,0,0
2024-01-08,Montgomery,82.8,70.1,0.05,0.5,0,0,0
2024-01-08,Mobile,70.6,53.9,0.54,9.3,0,0,0
2024-01-08,Huntsville,104.6,90.5,0.07,10.5,0,1,0
2024-01-08,Rural North,76.9,58.0,0.19,17.2,0,0,0
2024-01-08,Rural South,91.7,77.4,0.1,8.3,0,0,0
2024-01-09,Birmingham,91.0,85.6,0.07,12.2,0,0,0
2024-01-09,Montgomery,69.5,52.0,0.11,4.6,0,0,0
2024-01-09,Mobile,93.3,84.5,0.21,0.9,0,0,0
2024-01-09,Huntsville,78.7,66.4,0.15,8.6,0,0,0
2024-01-09,Rural North,65.3,46.0,0.25,0.7,0,0,0
2024-01-09,Rural South,87.7,68.4,0.89,18.9,0,0,0
2024-01-10,Birmingham,96.1,90.9,0.3,1.2,0,1,0
2024-01-10,Montgomery,82.5,75.0,0.11,15.2,0,0,0
2024-01-10,Mobile,93.7,79.3,0.26,11.7,0,0,0
2024-01-10,Huntsville,129.3,121.2,0.12,14.9,0,1,0
2024-01-10,Rural North,69.9,52.3,0.19,9.7,0,0,0
2024-01-10,Rural South,54.2,46.7,0.07,17.6,0,0,0
2024-01-11,Birmingham,107.7,88.9,0.0,2.8,0,1,0
2024-01-11,Montgomery,61.3,44.1,0.12,5.6,0,0,0
2024-01-11,Mobile,97.6,92.0,0.07,16.2,0,1,0
2024-01-11,Huntsville,83.8,65.1,0.18,12.2,0,0,0
2024-01-11,Rural North,87.4,70.1,0.07,10.9,0,0,0
2024-01-11,Rural South,71.9,53.4,0.43,10.6,0,0,0
2024-01-12,Birmingham,66.7,51.5,0.0,6.0,0,0,0
2024-01-12,Montgomery,55.3,49.4,0.07,6.3,0,0,0
2024-01-12,Mobile,95.1,77.9,0.41,7.4,0,1,0
2024-01-12,Huntsville,76.8,69.4,0.19,8.7,0,0,0
2024-01-12,Rural North,92.6,73.5,0.0,7.0,0,0,0
2024-01-12,Rural South,86.6,73.3,0.32,9.8,0,0,0
2024-01-13,Birmingham,104.9,97.5,0.22,11.2,0,1,0
2024-01-13,Montgomery,89.0,79.4,0.08,14.0,0,0,0
2024-01-13,Mobile,109.1,91.9,0.18,10.9,0,1,0
2024-01-13,Huntsville,79.3,61.6,0.08,6.0,0,0,0
2024-01-13,Rural North,58.2,40.8,0.05,10.1,0,0,0
2024-01-13,Rural South,91.4,72.4,0.18,16.6,0,0,0
2024-01-14,Birmingham,62.8,52.6,0.24,6.2,0,0,0
2024-01-14,Montgomery,114.5,94.9,0.15,7.7,0,1,0
2024-01-14,Mobile,65.7,55.8,0.33,12.3,0,0,0
2024-01-14,Huntsville,68.8,59.4,0.05,15.7,0,0,0
2024-01-14,Rural North,94.9,85.1,0.25,13.7,0,0,0
2024-01-14,Rural South,65.1,50.2,0.54,11.7,0,0,0
2024-01-15,Birmingham,96.2,77.8,0.02,10.0,0,1,0
2024-01-15,Montgomery,81.9,67.2,0.02,16.3,0,0,0
2024-01-15,Mobile,85.5,68.0,0.8,6.8,0,0,0
2024-01-15,Huntsville,80.2,71.7,0.09,9.9,0,0,0
2024-01-15,Rural North,67.4,59.0,0.1,10.0,0,0,0
2024-01-15,Rural South,105.1,97.0,0.13,10.3,0,1,0
2024-01-16,Birmingham,95.0,87.6,0.35,17.8,0,0,0
2024-01-16,Montgomery,79.3,69.9,0.02,8.3,0,0,0
2024-01-16,Mobile,87.9,74.8,0.17,11.9,0,0,0
2024-01-16,Huntsville,50.0,37.2,0.16,14.0,0,0,0
2024-01-16,Rural North,69.4,59.9,0.01,14.5,0,0,0
2024-01-16,Rural South,75.7,58.5,0.15,4.6,0,0,0
2024-01-17,Birmingham,98.2,82.0,0.11,8.9,0,1,0
2024-01-17,Montgomery,98.9,85.4,0.01,8.2,0,1,0
2024-01-17,Mobile,69.2,53.4,0.13,17.7,0,0,0
2024-01-17,Huntsville,65.0,57.3,0.45,4.8,0,0,0
2024-01-17,Rural North,81.1,75.0,0.13,10.8,0,0,0
2024-01-17,Rural South,76.7,71.1,1.08,7.5,1,0,0
2024-01-18,Birmingham,55.3,49.0,0.03,7.3,0,0,0
2024-01-18,Montgomery,75.4,68.3,0.02,2.5,0,0,0
2024-01-18,Mobile,93.3,85.6,0.14,18.5,0,0,0
2024-01-18,Huntsville,76.7,60.9,0.15,9.3,0,0,0
2024-01-18,Rural North,63.8,47.6,0.29,11.6,0,0,0
2024-01-18,Rural South,96.7,76.8,0.12,10.0,0,1,0
2024-01-19,Birmingham,80.1,72.5,0.0,6.2,0,0,0
2024-01-19,Montgomery,83.1,66.3,0.04,12.5,0,0,0
2024-01-19,Mobile,68.9,50.9,0.12,8.3,0,0,0
2024-01-19,Huntsville,84.7,65.9,0.24,14.1,0,0,0
2024-01-19,Rural North,76.3,66.5,0.2,10.1,0,0,0
2024-01-19,Rural South,80.1,65.2,0.54,10.9,0,0,0
2024-01-20,Birmingham,81.3,64.5,0.1,4.9,0,0,0
2024-01-20,Montgomery,104.7,88.2,0.06,13.5,0,1,0
2024-01-20,Mobile,90.6,77.6,0.14,6.3,0,0,0
2024-01-20,Huntsville,89.0,81.3,0.01,8.9,0,0,0
2024-01-20,Rural North,65.9,52.2,0.15,10.6,0,0,0
2024-01-20,Rural South,92.5,82.2,0.18,11.9,0,0,0
2024-01-21,Birmingham,60.1,49.3,0.14,10.1,0,0,0
2024-01-21,Montgomery,111.9,97.6,0.05,6.0,0,1,0
2024-01-21,Mobile,113.6,103.2,0.16,0.1,0,1,0
2024-01-21,Huntsville,83.2,69.3,0.02,1.8,0,0,0
2024-01-21,Rural North,95.1,88.9,0.01,14.3,0,1,0
2024-01-21,Rural South,92.8,75.0,0.05,8.8,0,0,0
2024-01-22,Birmingham,76.4,58.2,0.15,10.2,0,0,0
2024-01-22,Montgomery,78.3,72.9,0.07,11.7,0,0,0
2024-01-22,Mobile,78.6,71.2,0.23,0.5,0,0,0
2024-01-22,Huntsville,80.2,72.0,0.18,9.1,0,0,0
2024-01-22,Rural North,101.4,86.0,0.01,11.6,0,1,0
2024-01-22,Rural South,97.1,91.1,0.61,10.3,0,1,0
2024-01-23,Birmingham,79.7,70.0,0.37,10.6,0,0,0
2024-01-23,Montgomery,82.8,65.7,0.23,11.1,0,0,0
2024-01-23,Mobile,81.2,72.0,0.18,7.6,0,0,0
2024-01-23,Huntsville,63.8,55.0,0.09,4.9,0,0,0
2024-01-23,Rural North,94.4,83.3,0.09,8.3,0,0,0
2024-01-23,Rural South,84.7,74.3,0.77,1.8,0,0,0
2024-01-24,Birmingham,77.8,67.5,0.04,10.0,0,0,0
2024-01-24,Montgomery,60.9,52.5,0.04,6.1,0,0,0
2024-01-24,Mobile,74.5,68.8,0.08,11.4,0,0,0
2024-01-24,Huntsville,66.7,59.4,0.34,5.6,0,0,0
2024-01-24,Rural North,77.5,67.4,0.05,17.2,0,0,0
2024-01-24,Rural South,100.4,85.0,0.14,9.1,0,1,0
2024-01-25,Birmingham,116.2,99.8,0.02,16.2,0,1,0
2024-01-25,Montgomery,57.3,38.7,0.5,10.5,0,0,0
2024-01-25,Mobile,84.5,68.5,0.14,8.8,0,0,0
2024-01-25,Huntsville,75.7,56.6,0.19,10.8,0,0,0
2024-01-25,Rural North,79.3,68.1,0.42,9.1,0,0,0
2024-01-25,Rural South,73.8,68.4,0.01,11.1,0,0,0
2024-01-26,Birmingham,79.4,70.6,0.32,9.5,0,0,0
2024-01-26,Montgomery,66.9,53.2,0.57,12.4,0,0,0
2024-01-26,Mobile,63.5,46.4,0.36,21.3,0,0,0
2024-01-26,Huntsville,62.8,45.4,0.3,7.9,0,0,0
2024-01-26,Rural North,72.7,65.1,0.3,19.5,0,0,0
2024-01-26,Rural South,69.8,62.3,0.43,6.0,0,0,0
2024-01-27,Birmingham,64.2,47.8,0.16,9.8,0,0,0
2024-01-27,Montgomery,91.2,74.7,0.03,15.9,0,0,0
2024-01-27,Mobile,80.1,63.3,0.22,4.2,0,0,0
2024-01-27,Huntsville,71.6,66.1,0.02,16.0,0,0,0
2024-01-27,Rural North,86.8,70.8,0.18,8.9,0,0,0
2024-01-27,Rural South,108.3,102.9,0.26,10.9,0,1,0
2024-01-28,Birmingham,96.7,77.3,0.04,18.0,0,1,0
2024-01-28,Montgomery,80.9,69.6,0.07,12.6,0,0,0
2024-01-28,Mobile,80.4,63.7,0.09,2.3,0,0,0
2024-01-28,Huntsville,79.9,71.2,0.19,16.6,0,0,0
2024-01-28,Rural North,68.3,51.8,0.42,10.1,0,0,0
2024-01-28,Rural South,75.3,69.8,0.26,8.6,0,0,0
2024-01-29,Birmingham,88.1,73.2,0.03,2.7,0,0,0
2024-01-29,Montgomery,71.8,62.3,0.14,11.9,0,0,0
2024-01-29,Mobile,68.2,51.9,0.09,14.5,0,0,0
2024-01-29,Huntsville,65.8,47.5,0.08,18.7,0,0,0
2024-01-29,Rural North,90.6,73.3,0.44,17.8,0,0,0
2024-01-29,Rural South,83.3,73.6,0.01,13.4,0,0,0
2024-01-30,Birmingham,71.5,63.5,0.55,7.6,0,0,0
2024-01-30,Montgomery,37.7,29.3,0.14,9.1,0,0,1
2024-01-30,Mobile,94.5,75.5,0.15,6.1,0,0,0
2024-01-30,Huntsville,74.0,54.1,0.16,10.6,0,0,0
2024-01-30,Rural North,82.0,66.2,0.08,9.4,0,0,0
2024-01-30,Rural South,81.9,67.4,0.07,8.0,0,0,0
2024-01-31,Birmingham,64.3,45.4,0.09,12.3,0,0,0
2024-01-31,Montgomery,103.5,89.2,0.04,5.0,0,1,0
2024-01-31,Mobile,98.1,90.2,0.14,8.4,0,1,0
2024-01-31,Huntsville,95.4,81.2,0.4,10.3,0,1,0
2024-01-31,Rural North,77.5,71.2,0.44,15.1,0,0,0
2024-01-31,Rural South,82.6,75.7,0.65,3.4,0,0,0
2024-02-01,Birmingham,92.9,87.8,0.43,17.0,0,0,0
2024-02-01,Montgomery,69.1,57.0,0.22,9.6,0,0,0
2024-02-01,Mobile,64.3,46.6,0.11,7.0,0,0,0
2024-02-01,Huntsville,73.6,59.8,0.75,13.9,0,0,0
2024-02-01,Rural North,80.3,63.1,0.2,1.3,0,0,0
2024-02-01,Rural South,71.1,59.9,0.01,15.9,0,0,0
2024-02-02,Birmingham,83.8,70.4,0.08,16.9,0,0,0
2024-02-02,Montgomery,84.7,78.8,0.29,13.0,0,0,0
2024-02-02,Mobile,78.4,66.5,0.21,8.4,0,0,0
2024-02-02,Huntsville,80.3,70.4,0.18,20.3,0,0,0
2024-02-02,Rural North,62.8,48.8,0.14,15.0,0,0,0
2024-02-02,Rural South,83.0,66.0,0.18,13.8,0,0,0
2024-02-03,Birmingham,112.5,98.5,0.25,11.6,0,1,0
2024-02-03,Montgomery,84.6,70.2,0.11,10.4,0,0,0
2024-02-03,Mobile,82.0,76.9,0.25,5.1,0,0,0
2024-02-03,Huntsville,72.3,56.2,0.18,4.6,0,0,0
2024-02-03,Rural North,70.6,58.9,0.1,4.5,0,0,0
2024-02-03,Rural South,62.6,48.8,0.06,19.3,0,0,0
2024-02-04,Birmingham,85.9,70.3,0.12,9.6,0,0,0
2024-02-04,Montgomery,85.7,75.7,0.01,3.1,0,0,0
2024-02-04,Mobile,69.9,63.6,0.56,10.3,0,0,0
2024-02-04,Huntsville,92.5,86.5,0.88,10.9,0,0,0
2024-02-04,Rural North,90.2,71.5,0.56,12.8,0,0,0
2024-02-04,Rural South,91.7,84.9,0.02,17.6,0,0,0
2024-02-05,Birmingham,68.5,48.7,0.2,1.6,0,0,0
2024-02-05,Montgomery,90.2,83.3,0.16,20.3,0,0,0
2024-02-05,Mobile,86.9,77.4,0.14,1.9,0,0,0
2024-02-05,Huntsville,70.9,65.6,0.04,21.2,0,0,0
2024-02-05,Rural North,60.9,52.9,0.23,12.4,0,0,0
2024-02-05,Rural South,104.5,98.2,0.31,7.2,0,1,0
2024-02-06,Birmingham,91.4,74.4,0.59,22.6,0,0,0
2024-02-06,Montgomery,66.7,52.4,0.0,11.8,0,0,0
2024-02-06,Mobile,98.2,80.2,0.09,4.8,0,1,0
2024-02-06,Huntsville,70.3,58.0,0.12,7.5,0,0,0
2024-02-06,Rural North,54.0,42.0,0.09,9.9,0,0,0
2024-02-06,Rural South,82.4,65.8,0.34,9.0,0,0,0
2024-02-07,Birmingham,57.2,38.6,0.32,9.9,0,0,0
2024-02-07,Montgomery,48.2,38.0,0.03,9.1,0,0,0
2024-02-07,Mobile,75.3,69.5,0.12,12.3,0,0,0
2024-02-07,Huntsville,48.5,38.0,0.1,13.2,0,0,0
2024-02-07,Rural North,63.2,44.1,0.1,14.2,0,0,0
2024-02-07,Rural South,63.3,51.4,0.24,8.7,0,0,0
2024-02-08,Birmingham,64.0,47.5,0.18,7.2,0,0,0
2024-02-08,Montgomery,43.8,34.5,0.02,8.8,0,0,0
2024-02-08,Mobile,66.3,56.3,0.06,5.3,0,0,0
2024-02-08,Huntsville,76.8,62.3,0.6,9.1,0,0,0
2024-02-08,Rural North,81.4,71.2,0.05,14.0,0,0,0
2024-02-08,Rural South,72.8,59.0,0.48,9.4,0,0,0
2024-02-09,Birmingham,96.6,87.4,0.12,17.7,0,1,0
2024-02-09,Montgomery,97.9,79.3,0.08,8.9,0,1,0
2024-02-09,Mobile,78.1,71.9,0.03,9.5,0,0,0
2024-02-09,Huntsville,79.9,63.5,0.07,5.3,0,0,0
2024-02-09,Rural North,95.8,77.0,0.09,10.2,0,1,0
2024-02-09,Rural South,75.8,62.2,0.18,10.8,0,0,0
2024-02-10,Birmingham,61.4,46.4,0.05,10.8,0,0,0
2024-02-10,Montgomery,65.1,55.1,0.07,17.9,0,0,0
2024-02-10,Mobile,60.5,42.8,0.2,6.9,0,0,0
2024-02-10,Huntsville,67.1,58.9,0.11,13.8,0,0,0
2024-02-10,Rural North,94.4,75.4,0.0,8.3,0,0,0
2024-02-10,Rural South,71.5,57.6,0.15,18.4,0,0,0
2024-02-11,Birmingham,76.3,60.9,0.06,11.4,0,0,0
2024-02-11,Montgomery,71.0,58.0,0.01,4.0,0,0,0
2024-02-11,Mobile,118.1,99.4,0.09,10.7,0,1,0
2024-02-11,Huntsville,82.9,65.7,0.17,2.0,0,0,0
2024-02-11,Rural North,76.6,58.5,0.16,11.3,0,0,0
2024-02-11,Rural South,72.7,66.5,0.22,8.7,0,0,0
2024-02-12,Birmingham,67.9,58.2,0.32,13.2,0,0,0
2024-02-12,Montgomery,73.3,64.3,0.42,10.0,0,0,0
2024-02-12,Mobile,72.9,64.2,0.58,12.4,0,0,0
2024-02-12,Huntsville,64.3,51.8,0.13,8.6,0,0,0
2024-02-12,Rural North,80.9,69.1,0.09,11.0,0,0,0
2024-02-12,Rural South,89.9,74.9,0.16,21.5,0,0,0
2024-02-13,Birmingham,101.1,94.7,0.02,11.4,0,1,0
2024-02-13,Montgomery,94.8,87.8,0.15,19.1,0,0,0
2024-02-13,Mobile,86.7,73.3,0.01,8.9,0,0,0
2024-02-13,Huntsville,69.2,60.8,0.03,7.6,0,0,0
2024-02-13,Rural North,72.8,57.7,0.07,16.9,0,0,0
2024-02-13,Rural South,112.6,106.6,0.06,5.1,0,1,0
2024-02-14,Birmingham,54.7,37.0,0.18,12.4,0,0,0
2024-02-14,Montgomery,86.2,76.4,0.11,11.0,0,0,0
2024-02-14,Mobile,89.1,74.8,0.06,17.8,0,0,0
2024-02-14,Huntsville,79.0,65.7,0.29,5.2,0,0,0
2024-02-14,Rural North,83.8,72.6,0.24,2.4,0,0,0
2024-02-14,Rural South,85.0,66.9,0.21,14.9,0,0,0
2024-02-15,Birmingham,95.6,83.1,0.04,21.7,0,1,0
2024-02-15,Montgomery,103.0,89.8,0.11,9.8,0,1,0
2024-02-15,Mobile,82.3,63.5,0.23,4.9,0,0,0
2024-02-15,Huntsville,67.9,59.8,0.24,9.4,0,0,0
2024-02-15,Rural North,91.3,78.5,0.07,18.5,0,0,0
2024-02-15,Rural South,87.2,72.4,0.43,10.8,0,0,0
2024-02-16,Birmingham,94.6,87.6,0.02,14.2,0,0,0
2024-02-16,Montgomery,64.8,50.2,0.1,2.5,0,0,0
2024-02-16,Mobile,70.1,64.8,0.27,10.7,0,0,0
2024-02-16,Huntsville,94.4,78.2,0.32,9.5,0,0,0
2024-02-16,Rural North,70.6,55.4,0.37,4.2,0,0,0
2024-02-16,Rural South,71.7,57.8,0.0,15.3,0,0,0
2024-02-17,Birmingham,77.7,70.9,0.3,11.5,0,0,0
2024-02-17,Montgomery,66.8,55.8,0.24,17.1,0,0,0
2024-02-17,Mobile,77.5,61.3,0.17,13.5,0,0,0
2024-02-17,Huntsville,88.2,76.8,0.11,11.4,0,0,0
2024-02-17,Rural North,70.8,52.3,0.17,7.9,0,0,0
2024-02-17,Rural South,78.6,61.2,0.02,7.4,0,0,0
2024-02-18,Birmingham,89.1,83.2,1.11,8.4,1,0,0
2024-02-18,Montgomery,86.3,79.3,0.29,4.9,0,0,0
2024-02-18,Mobile,92.8,86.6,0.1,8.9,0,0,0
2024-02-18,Huntsville,96.9,83.8,0.28,11.5,0,1,0
2024-02-18,Rural North,58.4,47.4,0.37,14.4,0,0,0
2024-02-18,Rural South,63.1,45.1,0.17,19.3,0,0,0
2024-02-19,Birmingham,70.8,53.4,0.49,11.5,0,0,0
2024-02-19,Montgomery,78.3,67.2,0.14,9.2,0,0,0
2024-02-19,Mobile,92.8,76.1,0.04,14.4,0,0,0
2024-02-19,Huntsville,101.8,83.3,0.53,7.7,0,1,0
2024-02-19,Rural North,82.3,70.6,0.05,7.1,0,0,0
2024-02-19,Rural South,71.9,55.4,0.72,12.4,0,0,0
2024-02-20,Birmingham,98.4,91.9,0.07,11.5,0,1,0
2024-02-20,Montgomery,96.7,90.0,0.5,15.3,0,1,0
2024-02-20,Mobile,75.1,68.3,0.24,11.4,0,0,0
2024-02-20,Huntsville,78.5,67.7,0.23,5.9,0,0,0
2024-02-20,Rural North,70.9,63.1,0.47,13.1,0,0,0
2024-02-20,Rural South,80.2,66.3,0.34,9.4,0,0,0
2024-02-21,Birmingham,77.1,68.4,0.05,7.9,0,0,0
2024-02-21,Montgomery,73.9,57.2,0.67,7.8,0,0,0
2024-02-21,Mobile,68.9,60.1,0.26,14.1,0,0,0
2024-02-21,Huntsville,96.0,90.8,0.09,7.0,0,1,0
2024-02-21,Rural North,56.7,40.9,0.22,4.7,0,0,0
2024-02-21,Rural South,72.5,57.7,0.13,13.2,0,0,0
2024-02-22,Birmingham,49.6,33.9,0.0,12.4,0,0,0
2024-02-22,Montgomery,85.9,76.1,0.17,19.6,0,0,0
