Ticket_ID,Region,Outage_ID,Opened_Time,Resolution_Time_Minutes,Closed_Time,Customer_Satisfaction_Score,Channel
3787,Rural North,2028,2024-08-27 10:20:00,110,2024-08-27 12:10:00,3,Call
3788,Huntsville,2232,2024-03-01 12:14:00,256,2024-03-01 16:30:00,2,Call
3789,Rural South,300,2023-04-16 07:37:00,94,2023-04-16 09:11:00,3,In-person
3790,Birmingham,4758,2023-03-15 08:18:00,50,2023-03-15 09:08:00,4,Mobile App
3791,Huntsville,315,2024-11-14 12:36:00,155,2024-11-14 15:11:00,2,Call
3792,Montgomery,2538,2024-11-07 12:19:00,29,2024-11-07 12:48:00,1,In-person
3793,Huntsville,311,2023-10-16 01:32:00,70,2023-10-16 02:42:00,4,Website
3794,Huntsville,3864,2024-04-20 13:59:00,70,2024-04-20 15:09:00,4,Mobile App
3795,Montgomery,589,2023-11-04 16:53:00,280,2023-11-04 21:33:00,4,Mobile App
3796,Mobile,1794,2024-10-17 06:14:00,127,2024-10-17 08:21:00,1,Website
3797,Mobile,3476,2024-05-19 18:42:00,250,2024-05-19 22:52:00,1,In-person
3798,Rural North,1954,2023-12-24 14:02:00,22,2023-12-24 14:24:00,4,Call
3799,Mobile,2785,2024-10-08 12:33:00,80,2024-10-08 13:53:00,4,Mobile App
3800,Mobile,519,2023-12-30 19:04:00,13,2023-12-30 19:17:00,1,Mobile App
3801,Rural South,3677,2024-12-16 11:12:00,258,2024-12-16 15:30:00,2,In-person
3802,Huntsville,4930,2024-04-17 06:44:00,121,2024-04-17 08:45:00,1,In-person
3803,Montgomery,1556,2024-10-05 14:11:00,94,2024-10-05 15:45:00,3,Website
3804,Birmingham,2177,2024-08-23 07:22:00,87,2024-08-23 08:49:00,1,Mobile App
3805,Rural South,2976,2024-09-28 04:14:00,309,2024-09-28 09:23:00,3,In-person
3806,Rural North,1381,2023-07-18 14:21:00,521,2023-07-18 23:02:00,3,In-person
3807,Mobile,162,2024-01-09 02:29:00,125,2024-01-09 04:34:00,4,Mobile App
3808,Rural South,3414,2023-06-08 03:54:00,191,2023-06-08 07:05:00,2,In-person
3809,Birmingham,1537,2023-12-10 23:01:00,193,2023-12-11 02:14:00,2,Website
3810,Mobile,2280,2024-12-20 16:39:00,69,2024-12-20 17:48:00,5,Call
3811,Huntsville,1981,2024-01-18 14:54:00,609,2024-01-19 01:03:00,1,In-person
3812,Rural North,3898,2023-10-25 01:15:00,293,2023-10-25 06:08:00,2,Mobile App
3813,Rural North,114,2023-12-25 08:41:00,53,2023-12-25 09:34:00,5,In-person
3814,Montgomery,2214,2023-09-27 06:41:00,77,2023-09-27 07:58:00,4,Mobile App
3815,Rural South,138,2023-03-23 02:16:00,167,2023-03-23 05:03:00,3,Mobile App
3816,Birmingham,3490,2024-05-03 08:33:00,268,2024-05-03 13:01:00,1,Website
3817,Rural South,1057,2024-07-14 05:57:00,170,2024-07-14 08:47:00,2,Website
3818,Birmingham,4165,2023-02-23 09:20:00,223,2023-02-23 13:03:00,3,Call
3819,Huntsville,2438,2023-09-15 17:10:00,13,2023-09-15 17:23:00,4,Mobile App
3820,Rural North,3674,2024-06-21 19:26:00,73,2024-06-21 20:39:00,1,Mobile App
3821,Mobile,128,2023-01-02 11:12:00,5,2023-01-02 11:17:00,1,Mobile App
3822,Mobile,3010,2024-11-18 09:41:00,136,2024-11-18 11:57:00,4,Website
3823,Birmingham,1959,2023-05-16 04:08:00,293,2023-05-16 09:01:00,5,Call
3824,Huntsville,1385,2024-09-11 09:13:00,130,2024-09-11 11:23:00,1,Call
3825,Birmingham,4979,2024-12-25 08:18:00,160,2024-12-25 10:58:00,4,Call
3826,Birmingham,336,2023-12-30 14:55:00,178,2023-12-30 17:53:00,2,Website
3827,Birmingham,1427,2024-01-30 23:52:00,238,2024-01-31 03:50:00,1,Website
3828,Montgomery,3866,2023-03-31 03:17:00,16,2023-03-31 03:33:00,2,Call
3829,Mobile,1675,2023-09-29 12:00:00,361,2023-09-29 18:01:00,2,Call
3830,Rural South,1760,2024-07-10 18:33:00,135,2024-07-10 20:48:00,1,Call
3831,Rural South,1780,2024-08-16 04:04:00,1,2024-08-16 04:05:00,3,Website
3832,Mobile,4862,2023-09-02 17:11:00,84,2023-09-02 18:35:00,5,Mobile App
3833,Montgomery,200,2024-08-11 12:07:00,45,2024-08-11 12:52:00,1,Mobile App
3834,Birmingham,3648,2024-03-30 23:19:00,8,2024-03-30 23:27:00,5,Mobile App
3835,Rural North,2647,2024-09-17 06:09:00,87,2024-09-17 07:36:00,5,Mobile App
3836,Birmingham,1428,2024-05-07 11:03:00,7,2024-05-07 11:10:00,2,In-person
3837,Montgomery,4280,2024-03-24 07:38:00,22,2024-03-24 08:00:00,5,Website
3838,Birmingham,3520,2023-03-02 03:34:00,7,2023-03-02 03:41:00,3,Call
3839,Huntsville,4378,2024-07-03 01:19:00,99,2024-07-03 02:58:00,4,Mobile App
3840,Mobile,1502,2024-08-18 06:38:00,10,2024-08-18 06:48:00,1,Mobile App
3841,Rural North,3954,2024-06-17 22:58:00,106,2024-06-18 00:44:00,2,Website
3842,Rural North,52,2024-04-12 02:33:00,133,2024-04-12 04:46:00,1,Mobile App
3843,Birmingham,2917,2024-05-26 02:48:00,154,2024-05-26 05:22:00,4,Call
3844,Mobile,1594,2024-12-02 12:26:00,153,2024-12-02 14:59:00,1,Mobile App
3845,Rural South,2964,2023-08-02 11:08:00,241,2023-08-02 15:09:00,1,Mobile App
3846,Birmingham,3710,2023-11-10 22:41:00,204,2023-11-11 02:05:00,2,Mobile App
3847,Rural South,3889,2024-11-09 00:58:00,192,2024-11-09 04:10:00,2,Call
3848,Huntsville,1388,2023-03-03 01:17:00,25,2023-03-03 01:42:00,2,Website
3849,Mobile,1163,2023-11-16 15:01:00,58,2023-11-16 15:59:00,2,Call
3850,Huntsville,1380,2024-12-03 10:30:00,25,2024-12-03 10:55:00,2,Website
3851,Birmingham,1462,2023-07-27 16:10:00,277,2023-07-27 20:47:00,1,Call
3852,Montgomery,3411,2023-01-13 04:04:00,47,2023-01-13 04:51:00,2,Website
3853,Montgomery,305,2023-08-11 05:12:00,131,2023-08-11 07:23:00,4,In-person
3854,Huntsville,2742,2023-11-13 02:24:00,73,2023-11-13 03:37:00,4,In-person
3855,Rural North,2585,2023-11-10 06:14:00,81,2023-11-10 07:35:00,1,Website
3856,Mobile,911,2024-08-04 20:02:00,362,2024-08-05 02:04:00,4,Call
3857,Huntsville,4819,2024-04-20 12:05:00,53,2024-04-20 12:58:00,4,Call
3858,Montgomery,1815,2024-02-13 16:44:00,18,2024-02-13 17:02:00,2,In-person
3859,Mobile,1524,2023-10-27 22:21:00,124,2023-10-28 00:25:00,4,Call
3860,Montgomery,1985,2024-03-09 03:01:00,91,2024-03-09 04:32:00,4,Mobile App
3861,Birmingham,3424,2023-12-19 19:09:00,0,2023-12-19 19:09:00,5,In-person
3862,Rural South,797,2023-09-15 14:10:00,124,2023-09-15 16:14:00,2,In-person
3863,Rural South,4771,2024-12-09 09:41:00,55,2024-12-09 10:36:00,3,Mobile App
3864,Rural North,831,2023-03-27 14:04:00,19,2023-03-27 14:23:00,1,Mobile App
3865,Rural North,57,2024-10-05 23:19:00,29,2024-10-05 23:48:00,1,Website
3866,Huntsville,1546,2023-11-17 13:49:00,127,2023-11-17 15:56:00,3,Mobile App
3867,Huntsville,3251,2024-06-17 16:32:00,61,2024-06-17 17:33:00,2,Call
3868,Birmingham,1779,2023-03-20 05:54:00,211,2023-03-20 09:25:00,5,Mobile App
3869,Montgomery,612,2024-12-24 13:22:00,13,2024-12-24 13:35:00,2,Website
3870,Mobile,4995,2023-12-05 07:08:00,215,2023-12-05 10:43:00,3,Call
3871,Huntsville,1355,2023-05-26 13:23:00,111,2023-05-26 15:14:00,3,In-person
3872,Montgomery,1299,2024-04-06 10:54:00,230,2024-04-06 14:44:00,3,Mobile App
3873,Mobile,438,2023-05-23 04:54:00,183,2023-05-23 07:57:00,4,Call
3874,Huntsville,12,2023-07-30 08:41:00,115,2023-07-30 10:36:00,3,Mobile App
3875,Montgomery,4516,2023-06-26 09:42:00,108,2023-06-26 11:30:00,5,In-person
3876,Huntsville,3671,2023-01-07 04:59:00,30,2023-01-07 05:29:00,3,Website
3877,Rural South,2870,2023-04-12 00:56:00,35,2023-04-12 01:31:00,5,Call
3878,Huntsville,4662,2024-08-23 08:17:00,292,2024-08-23 13:09:00,3,Call
3879,Montgomery,2280,2024-11-24 20:19:00,23,2024-11-24 20:42:00,5,In-person
3880,Rural North,789,2024-12-30 17:15:00,559,2024-12-31 02:34:00,2,Mobile App
3881,Birmingham,4326,2024-04-02 02:52:00,207,2024-04-02 06:19:00,3,Website
3882,Birmingham,1223,2024-04-10 06:00:00,111,2024-04-10 07:51:00,2,Call
3883,Mobile,2355,2024-02-20 17:40:00,214,2024-02-20 21:14:00,2,Mobile App
3884,Huntsville,189,2024-08-31 23:15:00,74,2024-09-01 00:29:00,3,Website
3885,Rural South,1990,2024-10-20 10:12:00,172,2024-10-20 13:04:00,2,Call
3886,Huntsville,1382,2023-12-25 19:28:00,30,2023-12-25 19:58:00,2,Call
3887,Birmingham,2688,2024-07-19 17:35:00,24,2024-07-19 17:59:00,2,Mobile App
3888,Huntsville,3516,2024-06-14 12:44:00,74,2024-06-14 13:58:00,5,Website
3889,Rural South,1987,2023-07-05 00:54:00,170,2023-07-05 03:44:00,5,Website
3890,Montgomery,549,2024-09-12 12:25:00,91,2024-09-12 13:56:00,5,Call
3891,Rural North,4571,2024-12-31 20:25:00,157,2024-12-31 23:02:00,4,Website
3892,Rural North,4124,2024-01-02 17:05:00,233,2024-01-02 20:58:00,5,In-person
3893,Huntsville,4752,2023-07-31 03:49:00,78,2023-07-31 05:07:00,4,Mobile App
3894,Rural South,4988,2023-12-17 16:05:00,108,2023-12-17 17:53:00,1,Call
3895,Rural South,15,2023-02-17 02:06:00,44,2023-02-17 02:50:00,1,In-person
3896,Birmingham,4862,2023-01-30 22:14:00,164,2023-01-31 00:58:00,2,In-person
3897,Mobile,2089,2023-10-26 01:58:00,249,2023-10-26 06:07:00,2,Website
3898,Huntsville,1791,2024-06-10 14:02:00,33,2024-06-10 14:35:00,5,Call
3899,Montgomery,1777,2023-06-22 08:43:00,110,2023-06-22 10:33:00,3,Website
3900,Huntsville,3485,2024-04-07 00:19:00,126,2024-04-07 02:25:00,4,In-person
3901,Rural North,3176,2024-11-29 04:41:00,16,2024-11-29 04:57:00,2,In-person
3902,Montgomery,2242,2024-04-06 23:32:00,47,2024-04-07 00:19:00,5,In-person
3903,Birmingham,2950,2024-05-06 13:39:00,32,2024-05-06 14:11:00,2,Call
3904,Birmingham,2427,2024-01-30 00:47:00,68,2024-01-30 01:55:00,2,Mobile App
3905,Birmingham,2050,2023-12-13 19:56:00,431,2023-12-14 03:07:00,3,Website
3906,Montgomery,1839,2024-07-21 09:37:00,77,2024-07-21 10:54:00,5,Website
3907,Birmingham,110,2023-02-14 05:37:00,16,2023-02-14 05:53:00,3,Call
3908,Huntsville,142,2023-03-23 18:37:00,248,2023-03-23 22:45:00,1,In-person
3909,Rural North,3315,2024-03-31 11:45:00,84,2024-03-31 13:09:00,1,In-person
3910,Huntsville,1490,2024-11-01 20:15:00,487,2024-11-02 04:22:00,3,In-person
3911,Rural North,4110,2023-05-27 23:43:00,287,2023-05-28 04:30:00,3,Mobile App
3912,Rural North,2669,2024-05-04 22:11:00,7,2024-05-04 22:18:00,5,In-person
3913,Rural South,3429,2023-07-07 11:42:00,130,2023-07-07 13:52:00,5,Call
3914,Mobile,1595,2024-01-17 09:45:00,120,2024-01-17 11:45:00,1,Website
3915,Rural North,2533,2024-06-14 03:45:00,0,2024-06-14 03:45:00,1,Mobile App
3916,Birmingham,4267,2024-07-21 07:14:00,289,2024-07-21 12:03:00,3,Mobile App
3917,Rural North,2235,2023-06-30 13:35:00,233,2023-06-30 17:28:00,5,Call
3918,Birmingham,1856,2023-07-25 12:26:00,884,2023-07-26 03:10:00,1,Call
3919,Rural South,1864,2023-10-28 12:12:00,7,2023-10-28 12:19:00,4,Mobile App
3920,Rural South,3889,2023-02-26 09:05:00,72,2023-02-26 10:17:00,4,In-person
3921,Birmingham,1644,2023-06-16 02:02:00,21,2023-06-16 02:23:00,5,Call
3922,Rural South,2452,2024-08-23 18:00:00,180,2024-08-23 21:00:00,1,Website
3923,Rural South,3420,2023-07-28 00:14:00,74,2023-07-28 01:28:00,1,Call
3924,Mobile,3814,2023-09-05 14:33:00,279,2023-09-05 19:12:00,4,Website
3925,Birmingham,910,2023-03-03 22:30:00,178,2023-03-04 01:28:00,4,Website
3926,Huntsville,1340,2023-07-20 09:51:00,82,2023-07-20 11:13:00,1,In-person
3927,Birmingham,3317,2024-12-18 08:16:00,15,2024-12-18 08:31:00,4,In-person
3928,Mobile,45,2023-09-07 21:06:00,106,2023-09-07 22:52:00,1,Website
3929,Rural North,520,2024-03-03 05:34:00,137,2024-03-03 07:51:00,1,In-person
3930,Rural South,3756,2023-10-07 19:35:00,58,2023-10-07 20:33:00,1,Call
3931,Huntsville,1754,2024-10-31 04:15:00,32,2024-10-31 04:47:00,1,Call
3932,Birmingham,518,2024-06-23 00:38:00,56,2024-06-23 01:34:00,4,Call
3933,Rural North,2664,2024-05-11 23:41:00,113,2024-05-12 01:34:00,5,Call
3934,Mobile,1726,2023-05-28 13:02:00,129,2023-05-28 15:11:00,5,In-person
3935,Rural North,2023,2023-04-17 23:30:00,246,2023-04-18 03:36:00,3,Website
3936,Mobile,2236,2024-11-24 03:31:00,9,2024-11-24 03:40:00,2,In-person
3937,Mobile,932,2024-06-24 13:15:00,147,2024-06-24 15:42:00,4,In-person
3938,Huntsville,1455,2023-09-29 02:24:00,277,2023-09-29 07:01:00,3,Website
3939,Mobile,2621,2023-01-13 17:04:00,111,2023-01-13 18:55:00,2,Mobile App
3940,Rural North,4465,2023-07-06 00:31:00,124,2023-07-06 02:35:00,3,Mobile App
3941,Mobile,1110,2023-08-14 06:56:00,65,2023-08-14 08:01:00,5,Mobile App
3942,Huntsville,335,2023-12-01 10:35:00,258,2023-12-01 14:53:00,5,Mobile App
3943,Huntsville,1792,2024-06-25 09:52:00,99,2024-06-25 11:31:00,3,Website
3944,Mobile,1391,2023-02-25 00:18:00,60,2023-02-25 01:18:00,1,Website
3945,Montgomery,4073,2023-11-01 03:45:00,82,2023-11-01 05:07:00,4,Mobile App
3946,Huntsville,2313,2023-05-05 10:30:00,6,2023-05-05 10:36:00,4,Call
3947,Rural South,3308,2023-03-19 18:05:00,180,2023-03-19 21:05:00,1,In-person
3948,Montgomery,2110,2024-11-12 14:41:00,12,2024-11-12 14:53:00,5,Mobile App
3949,Birmingham,280,2023-10-22 17:33:00,64,2023-10-22 18:37:00,2,Mobile App
3950,Mobile,2546,2024-06-07 14:16:00,77,2024-06-07 15:33:00,1,Mobile App
3951,Huntsville,2210,2024-01-02 15:21:00,130,2024-01-02 17:31:00,2,Call
3952,Mobile,3200,2023-07-02 10:07:00,55,2023-07-02 11:02:00,1,In-person
3953,Birmingham,4624,2024-08-28 17:40:00,9,2024-08-28 17:49:00,5,Call
3954,Huntsville,1132,2023-03-31 13:18:00,3,2023-03-31 13:21:00,4,Call
3955,Montgomery,4969,2023-10-28 14:05:00,198,2023-10-28 17:23:00,1,In-person
3956,Montgomery,4792,2023-03-22 20:42:00,34,2023-03-22 21:16:00,3,Call
3957,Montgomery,265,2024-02-25 00:14:00,25,2024-02-25 00:39:00,5,Website
3958,Huntsville,2274,2023-07-16 11:19:00,168,2023-07-16 14:07:00,1,Website
3959,Mobile,4007,2024-08-22 12:37:00,76,2024-08-22 13:53:00,5,Mobile App
3960,Birmingham,3676,2024-04-13 18:43:00,224,2024-04-13 22:27:00,2,Website
3961,Huntsville,1820,2024-01-23 02:32:00,410,2024-01-23 09:22:00,4,Call
3962,Montgomery,2096,2023-05-25 05:27:00,80,2023-05-25 06:47:00,2,Call
3963,Rural South,1598,2023-02-01 05:36:00,21,2023-02-01 05:57:00,4,Call
3964,Huntsville,612,2023-02-04 23:37:00,68,2023-02-05 00:45:00,5,Website
3965,Birmingham,829,2024-03-14 07:13:00,36,2024-03-14 07:49:00,5,Website
3966,Mobile,4885,2023-10-04 07:53:00,25,2023-10-04 08:18:00,2,In-person
3967,Mobile,1075,2023-02-03 18:52:00,67,2023-02-03 19:59:00,5,Website
3968,Birmingham,3639,2024-07-17 20:22:00,191,2024-07-17 23:33:00,5,Website
3969,Birmingham,4172,2023-01-21 02:05:00,336,2023-01-21 07:41:00,2,In-person
3970,Birmingham,4512,2024-02-20 18:00:00,64,2024-02-20 19:04:00,1,Call
3971,Huntsville,1334,2023-01-17 13:38:00,34,2023-01-17 14:12:00,3,In-person
3972,Rural North,3524,2024-07-20 23:51:00,1,2024-07-20 23:52:00,2,In-person
3973,Huntsville,669,2024-04-15 04:42:00,55,2024-04-15 05:37:00,3,Call
3974,Mobile,3719,2023-02-21 10:30:00,171,2023-02-21 13:21:00,2,In-person
3975,Rural North,1509,2023-02-22 15:26:00,7,2023-02-22 15:33:00,3,In-person
3976,Mobile,2849,2024-08-20 16:07:00,44,2024-08-20 16:51:00,2,In-person
3977,Birmingham,1965,2024-07-30 06:35:00,290,2024-07-30 11:25:00,1,Mobile App
3978,Montgomery,4886,2023-04-24 01:49:00,14,2023-04-24 02:03:00,1,In-person
3979,Montgomery,2961,2024-08-08 07:35:00,65,2024-08-08 08:40:00,3,In-person
3980,Rural North,383,2023-09-16 22:34:00,174,2023-09-17 01:28:00,1,Call
3981,Montgomery,1483,2024-05-05 21:03:00,34,2024-05-05 21:37:00,4,Call
3982,Huntsville,1172,2024-02-07 17:45:00,183,2024-02-07 20:48:00,4,Call
3983,Huntsville,338,2024-04-20 16:41:00,468,2024-04-21 00:29:00,3,In-person
3984,Birmingham,1939,2023-08-07 07:45:00,9,2023-08-07 07:54:00,3,Website
3985,Montgomery,136,2024-03-30 11:14:00,262,2024-03-30 15:36:00,2,Website
3986,Birmingham,3601,2024-12-04 04:57:00,54,2024-12-04 05:51:00,4,Mobile App
3987,Huntsville,2610,2024-09-29 04:17:00,30,2024-09-29 04:47:00,1,Call
3988,Birmingham,4719,2023-05-14 01:56:00,128,2023-05-14 04:04:00,2,Call
3989,Huntsville,1522,2024-07-10 04:52:00,190,2024-07-10 08:02:00,3,In-person
3990,Rural North,2676,2023-02-22 08:27:00,3,2023-02-22 08:30:00,5,In-person
3991,Birmingham,1366,2024-07-07 08:18:00,35,2024-07-07 08:53:00,5,Mobile App
3992,Huntsville,783,2024-04-08 17:13:00,5,2024-04-08 17:18:00,2,In-person
3993,Birmingham,1362,2023-09-07 10:32:00,7,2023-09-07 10:39:00,4,In-person
3994,Mobile,1205,2023-07-21 01:32:00,138,2023-07-21 03:50:00,3,Mobile App
3995,Huntsville,2855,2024-04-13 21:06:00,104,2024-04-13 22:50:00,5,Website
3996,Montgomery,1994,2023-07-16 22:35:00,62,2023-07-16 23:37:00,2,Website
3997,Montgomery,495,2023-08-01 15:37:00,68,2023-08-01 16:45:00,4,In-person
3998,Mobile,3970,2023-10-13 18:47:00,14,2023-10-13 19:01:00,5,Mobile App
3999,Rural North,4978,2024-10-17 22:08:00,66,2024-10-17 23:14:00,1,Website
4000,Huntsville,1715,2023-05-17 16:46:00,56,2023-05-17 17:42:00,5,Website
4001,Rural North,4645,2024-05-31 11:56:00,209,2024-05-31 15:25:00,1,Mobile App
4002,Huntsville,2134,2023-01-04 14:03:00,169,2023-01-04 16:52:00,4,Call
4003,Rural North,4975,2024-03-21 12:54:00,53,2024-03-21 13:47:00,5,Call
4004,Rural South,3931,2024-10-15 19:11:00,212,2024-10-15 22:43:00,4,Call
4005,Huntsville,2550,2024-04-23 19:18:00,142,2024-04-23 21:40:00,3,In-person
4006,Montgomery,837,2023-11-09 03:43:00,137,2023-11-09 06:00:00,4,Call
4007,Huntsville,4100,2024-10-12 21:28:00,76,2024-10-12 22:44:00,1,Website
4008,Rural North,2626,2024-01-18 20:51:00,119,2024-01-18 22:50:00,1,Mobile App
4009,Birmingham,2972,2024-09-12 16:00:00,438,2024-09-12 23:18:00,1,Website
4010,Birmingham,4121,2024-10-04 18:52:00,20,2024-10-04 19:12:00,3,Mobile App
4011,Rural North,747,2024-07-14 12:10:00,175,2024-07-14 15:05:00,3,In-person
4012,Rural North,4653,2024-11-13 22:37:00,52,2024-11-13 23:29:00,4,Mobile App
4013,Birmingham,921,2023-07-17 08:50:00,237,2023-07-17 12:47:00,2,Website
4014,Rural North,3875,2024-04-26 15:33:00,104,2024-04-26 17:17:00,1,Call
4015,Rural South,1313,2023-02-25 05:38:00,192,2023-02-25 08:50:00,1,Mobile App
4016,Montgomery,2445,2024-02-25 17:31:00,226,2024-02-25 21:17:00,4,Mobile App
4017,Montgomery,3161,2024-01-23 18:19:00,391,2024-01-24 00:50:00,5,Call
4018,Birmingham,1748,2024-05-09 08:44:00,155,2024-05-09 11:19:00,1,Mobile App
4019,Huntsville,3145,2023-05-03 20:47:00,41,2023-05-03 21:28:00,5,Call
4020,Huntsville,3430,2024-02-23 01:16:00,46,2024-02-23 02:02:00,3,Call
4021,Rural South,4627,2024-01-29 12:23:00,133,2024-01-29 14:36:00,2,Mobile App
4022,Rural South,639,2024-05-09 04:21:00,30,2024-05-09 04:51:00,5,Mobile App
4023,Mobile,2776,2023-11-17 22:40:00,99,2023-11-18 00:19:00,2,Call
4024,Huntsville,729,2023-10-19 20:19:00,138,2023-10-19 22:37:00,2,In-person
4025,Huntsville,4221,2024-07-27 16:55:00,83,2024-07-27 18:18:00,1,Call
4026,Huntsville,1848,2024-03-09 04:52:00,68,2024-03-09 06:00:00,3,Call
4027,Rural South,3270,2023-09-10 12:50:00,65,2023-09-10 13:55:00,4,Call
4028,Rural North,4675,2024-11-28 03:52:00,73,2024-11-28 05:05:00,3,In-person
4029,Montgomery,44,2023-02-08 13:36:00,19,2023-02-08 13:55:00,3,Website
4030,Rural South,3903,2024-07-19 04:27:00,53,2024-07-19 05:20:00,3,Website
4031,Birmingham,3168,2023-12-08 22:33:00,99,2023-12-09 00:12:00,4,In-person
4032,Montgomery,862,2024-06-27 14:12:00,159,2024-06-27 16:51:00,3,In-person
4033,Rural North,3240,2023-08-16 01:15:00,128,2023-08-16 03:23:00,3,Website
4034,Mobile,590,2024-02-28 03:40:00,6,2024-02-28 03:46:00,3,Call
4035,Rural South,2951,2023-06-27 01:34:00,9,2023-06-27 01:43:00,3,Call
4036,Mobile,655,2023-09-16 21:15:00,15,2023-09-16 21:30:00,5,Website
4037,Huntsville,2549,2024-05-04 02:24:00,21,2024-05-04 02:45:00,5,In-person
4038,Montgomery,554,2024-10-08 19:36:00,520,2024-10-09 04:16:00,1,In-person
4039,Mobile,2696,2024-01-07 16:00:00,29,2024-01-07 16:29:00,4,Website
4040,Mobile,2447,2023-10-09 07:24:00,169,2023-10-09 10:13:00,5,In-person
4041,Birmingham,2246,2023-03-20 07:03:00,75,2023-03-20 08:18:00,1,Call
4042,Birmingham,1917,2024-04-23 17:00:00,68,2024-04-23 18:08:00,3,Mobile App
4043,Rural South,489,2024-05-05 05:01:00,11,2024-05-05 05:12:00,5,Mobile App
4044,Birmingham,2385,2023-02-06 07:15:00,165,2023-02-06 10:00:00,1,Website
4045,Huntsville,1554,2024-03-05 01:15:00,14,2024-03-05 01:29:00,5,Website
4046,Montgomery,3841,2024-09-12 20:53:00,95,2024-09-12 22:28:00,2,Website
4047,Birmingham,4373,2023-07-23 05:58:00,42,2023-07-23 06:40:00,5,Call
4048,Rural South,3484,2023-09-02 22:49:00,169,2023-09-03 01:38:00,5,In-person
4049,Rural South,796,2023-10-31 23:24:00,204,2023-11-01 02:48:00,5,In-person
4050,Birmingham,4702,2023-03-09 08:31:00,382,2023-03-09 14:53:00,1,Call
4051,Huntsville,720,2023-06-15 18:36:00,137,2023-06-15 20:53:00,3,Call
4052,Rural North,659,2023-12-06 23:38:00,22,2023-12-07 00:00:00,2,Website
4053,Rural North,2291,2023-09-06 22:09:00,218,2023-09-07 01:47:00,2,Website
4054,Rural North,283,2024-07-28 09:58:00,38,2024-07-28 10:36:00,4,In-person
4055,Huntsville,608,2023-09-07 22:55:00,252,2023-09-08 03:07:00,4,Call
4056,Birmingham,3905,2023-09-04 06:08:00,56,2023-09-04 07:04:00,3,In-person
4057,Rural South,3084,2024-06-23 22:14:00,661,2024-06-24 09:15:00,5,In-person
4058,Huntsville,3558,2024-11-23 02:33:00,11,2024-11-23 02:44:00,3,Call
4059,Rural South,1414,2024-03-09 14:05:00,151,2024-03-09 16:36:00,2,Website
4060,Rural South,1886,2023-04-08 11:41:00,181,2023-04-08 14:42:00,3,Website
4061,Rural North,3093,2024-03-21 17:20:00,152,2024-03-21 19:52:00,1,Website
4062,Birmingham,4027,2023-12-25 00:36:00,65,2023-12-25 01:41:00,4,In-person
4063,Montgomery,2760,2024-08-11 16:51:00,12,2024-08-11 17:03:00,4,In-person
4064,Montgomery,3932,2024-04-13 06:06:00,182,2024-04-13 09:08:00,2,Mobile App
4065,Rural South,4723,2024-05-17 04:24:00,89,2024-05-17 05:53:00,2,In-person
4066,Montgomery,1960,2024-10-12 06:43:00,90,2024-10-12 08:13:00,3,In-person
4067,Montgomery,442,2024-09-22 08:30:00,86,2024-09-22 09:56:00,3,Call
4068,Huntsville,817,2024-08-29 10:53:00,37,2024-08-29 11:30:00,4,Mobile App
4069,Rural South,4578,2023-10-02 16:34:00,48,2023-10-02 17:22:00,3,In-person
4070,Birmingham,3676,2023-10-07 21:56:00,244,2023-10-08 02:00:00,2,In-person
4071,Birmingham,4047,2023-11-20 05:02:00,129,2023-11-20 07:11:00,3,Call
4072,Mobile,4281,2023-01-31 17:51:00,403,2023-02-01 00:34:00,3,In-person
4073,Huntsville,4079,2024-05-05 20:18:00,105,2024-05-05 22:03:00,3,Website
4074,Rural North,3026,2024-04-10 01:19:00,122,2024-04-10 03:21:00,5,Website
4075,Rural North,4907,2024-07-10 04:48:00,163,2024-07-10 07:31:00,4,Call
4076,Huntsville,1903,2024-04-21 10:07:00,47,2024-04-21 10:54:00,3,Call
4077,Mobile,2620,2023-02-05 14:01:00,109,2023-02-05 15:50:00,2,Call
4078,Birmingham,3477,2024-01-06 12:12:00,209,2024-01-06 15:41:00,1,In-person
4079,Rural North,1256,2023-06-04 17:16:00,66,2023-06-04 18:22:00,5,Call
4080,Huntsville,2896,2024-03-01 05:28:00,431,2024-03-01 12:39:00,5,In-person
4081,Huntsville,4575,2024-05-23 02:03:00,62,2024-05-23 03:05:00,2,In-person
4082,Rural North,4380,2023-07-07 05:22:00,57,2023-07-07 06:19:00,1,Website
4083,Birmingham,2598,2024-09-04 17:17:00,122,2024-09-04 19:19:00,3,Website
4084,Rural South,2635,2024-12-20 12:43:00,76,2024-12-20 13:59:00,2,Mobile App
4085,Rural North,3501,2023-03-28 23:03:00,650,2023-03-29 09:53:00,4,Call
4086,Montgomery,4343,2023-07-02 20:31:00,16,2023-07-02 20:47:00,3,Mobile App
4087,Mobile,2320,2023-10-16 00:04:00,14,2023-10-16 00:18:00,2,Website
4088,Rural South,4576,2023-01-07 04:35:00,3,2023-01-07 04:38:00,3,In-person
4089,Huntsville,3247,2024-07-24 17:20:00,351,2024-07-24 23:11:00,4,Call
4090,Rural South,653,2023-10-06 05:00:00,107,2023-10-06 06:47:00,2,Call
4091,Birmingham,450,2024-08-06 11:43:00,203,2024-08-06 15:06:00,4,In-person
4092,Rural North,765,2023-01-26 02:18:00,225,2023-01-26 06:03:00,3,Mobile App
4093,Rural North,3278,2024-04-30 15:15:00,134,2024-04-30 17:29:00,3,Mobile App
