Outage_ID,Region,Start_Time,Duration_Hours,End_Time,Cause,Customers_Affected,Weather_Condition
2247,Birmingham,2024-06-10 15:36:00,0.25,2024-06-10 15:51:00.000000000,Equipment Failure,2415,Heavy Rain
2248,Huntsville,2024-07-27 02:10:00,1.01,2024-07-27 03:10:36.000000000,Weather,1309,Heatwave
2249,Montgomery,2024-10-28 10:07:00,1.17,2024-10-28 11:17:12.000000000,Equipment Failure,3958,Storm
2250,Rural North,2023-10-11 00:25:00,2.48,2023-10-11 02:53:48.000000000,Equipment Failure,699,Clear
2251,Mobile,2024-12-21 10:34:00,0.98,2024-12-21 11:32:48.000000000,Weather,4449,Heavy Rain
2252,Huntsville,2024-05-08 20:09:00,0.3,2024-05-08 20:27:00.000000000,Equipment Failure,2616,Storm
2253,Rural North,2023-07-06 08:03:00,0.54,2023-07-06 08:35:24.000000000,Weather,721,High Wind
2254,Birmingham,2024-05-12 11:19:00,0.57,2024-05-12 11:53:11.999999999,Equipment Failure,2620,Clear
2255,Birmingham,2024-03-17 17:54:00,5.55,2024-03-17 23:27:00.000000000,Weather,448,High Wind
2256,Birmingham,2023-05-10 00:04:00,1.0,2023-05-10 01:04:00.000000000,Weather,3543,Storm
2257,Birmingham,2024-09-30 09:48:00,3.76,2024-09-30 13:33:36.000000000,Wildlife,3888,Ice
2258,Mobile,2023-10-19 19:43:00,2.52,2023-10-19 22:14:12.000000000,Weather,3351,Ice
2259,Huntsville,2023-04-24 03:27:00,11.32,2023-04-24 14:46:12.000000000,Equipment Failure,3102,Heatwave
2260,Rural South,2023-07-18 04:16:00,0.96,2023-07-18 05:13:36.000000000,Weather,4248,Ice
2261,Montgomery,2023-01-13 20:28:00,0.52,2023-01-13 20:59:12.000000000,Weather,1793,High Wind
2262,Mobile,2023-09-28 00:10:00,0.16,2023-09-28 00:19:36.000000000,Weather,877,Clear
2263,Mobile,2024-08-23 15:48:00,0.83,2024-08-23 16:37:48.000000000,Weather,1498,High Wind
2264,Rural South,2023-08-03 00:07:00,3.46,2023-08-03 03:34:36.000000000,Weather,477,High Wind
2265,Rural South,2024-03-19 23:52:00,0.27,2024-03-20 00:08:12.000000000,Wildlife,4982,Ice
2266,Montgomery,2024-05-26 15:35:00,0.84,2024-05-26 16:25:24.000000000,Weather,3931,High Wind
2267,Montgomery,2024-03-22 00:31:00,5.8,2024-03-22 06:19:00.000000000,Weather,1427,Storm
2268,Rural South,2024-12-15 08:59:00,2.62,2024-12-15 11:36:12.000000000,Wildlife,1786,Heavy Rain
2269,Birmingham,2023-03-15 16:44:00,0.22,2023-03-15 16:57:12.000000000,Weather,1091,Heavy Rain
2270,Mobile,2024-06-20 06:26:00,0.15,2024-06-20 06:35:00.000000000,Maintenance,4946,Heavy Rain
2271,Rural North,2023-04-11 20:51:00,0.19,2023-04-11 21:02:24.000000000,Weather,2935,Heatwave
2272,Montgomery,2023-06-25 10:39:00,8.54,2023-06-25 19:11:24.000000000,Weather,4094,Ice
2273,Montgomery,2024-03-02 03:26:00,5.69,2024-03-02 09:07:24.000000000,Equipment Failure,4071,Ice
2274,Rural South,2023-04-27 22:21:00,5.59,2023-04-28 03:56:24.000000000,Other,1021,Heavy Rain
2275,Huntsville,2023-06-15 09:16:00,7.74,2023-06-15 17:00:24.000000000,Weather,823,Clear
2276,Rural North,2023-02-10 05:47:00,2.11,2023-02-10 07:53:36.000000000,Equipment Failure,3956,Heatwave
2277,Rural North,2024-03-04 13:12:00,0.85,2024-03-04 14:03:00.000000000,Weather,2326,Heavy Rain
2278,Montgomery,2023-12-10 03:53:00,1.54,2023-12-10 05:25:24.000000000,Weather,2153,High Wind
2279,Birmingham,2024-02-28 17:47:00,3.81,2024-02-28 21:35:36.000000000,Other,282,Heavy Rain
2280,Huntsville,2024-01-01 16:45:00,6.26,2024-01-01 23:00:36.000000000,Weather,3654,Heavy Rain
2281,Rural North,2023-04-30 12:16:00,1.71,2023-04-30 13:58:36.000000000,Wildlife,1726,Clear
2282,Montgomery,2024-08-31 15:41:00,2.3,2024-08-31 17:59:00.000000000,Weather,2985,Ice
2283,Rural North,2024-10-18 19:25:00,8.06,2024-10-19 03:28:36.000000000,Wildlife,4110,Ice
2284,Huntsville,2024-12-28 02:55:00,0.34,2024-12-28 03:15:24.000000000,Equipment Failure,366,High Wind
2285,Huntsville,2023-08-17 07:28:00,5.95,2023-08-17 13:25:00.000000000,Wildlife,213,Heavy Rain
2286,Mobile,2023-05-10 09:51:00,0.52,2023-05-10 10:22:12.000000000,Weather,3755,Storm
2287,Rural South,2023-12-18 01:21:00,1.98,2023-12-18 03:19:48.000000000,Maintenance,1606,High Wind
2288,Rural South,2023-11-14 02:14:00,0.74,2023-11-14 02:58:24.000000000,Maintenance,506,Ice
2289,Montgomery,2024-10-10 14:15:00,2.77,2024-10-10 17:01:12.000000000,Equipment Failure,4807,Clear
2290,Huntsville,2023-12-03 20:00:00,2.45,2023-12-03 22:27:00.000000000,Wildlife,4942,Ice
2291,Mobile,2023-09-30 23:26:00,1.43,2023-10-01 00:51:48.000000000,Equipment Failure,72,Ice
2292,Mobile,2023-04-27 21:06:00,5.97,2023-04-28 03:04:12.000000000,Wildlife,1589,Clear
2293,Rural North,2024-01-03 19:24:00,3.23,2024-01-03 22:37:48.000000000,Weather,4344,Heavy Rain
2294,Rural North,2023-04-04 07:19:00,3.83,2023-04-04 11:08:48.000000000,Equipment Failure,549,Heavy Rain
2295,Mobile,2023-06-17 17:59:00,0.49,2023-06-17 18:28:24.000000000,Wildlife,4303,Ice
2296,Rural North,2024-12-15 11:36:00,6.44,2024-12-15 18:02:24.000000000,Weather,4886,High Wind
2297,Huntsville,2023-12-07 06:58:00,0.55,2023-12-07 07:31:00.000000000,Equipment Failure,4135,Storm
2298,Birmingham,2024-10-22 01:27:00,0.76,2024-10-22 02:12:36.000000000,Other,2723,High Wind
2299,Huntsville,2024-11-25 10:55:00,0.41,2024-11-25 11:19:36.000000000,Equipment Failure,1090,Heatwave
2300,Mobile,2023-06-01 17:11:00,1.74,2023-06-01 18:55:24.000000000,Weather,1865,High Wind
2301,Mobile,2024-08-08 03:34:00,6.56,2024-08-08 10:07:36.000000000,Weather,3514,Ice
2302,Huntsville,2023-10-01 09:11:00,0.87,2023-10-01 10:03:12.000000000,Wildlife,3389,Ice
2303,Rural North,2024-07-07 08:22:00,1.4,2024-07-07 09:46:00.000000000,Other,1608,Storm
2304,Rural North,2024-05-10 11:38:00,5.61,2024-05-10 17:14:36.000000000,Other,1638,Storm
2305,Rural South,2024-12-24 04:04:00,2.89,2024-12-24 06:57:24.000000000,Maintenance,3188,Storm
2306,Mobile,2023-04-11 05:08:00,4.18,2023-04-11 09:18:48.000000000,Equipment Failure,2657,Ice
2307,Montgomery,2024-07-10 03:50:00,0.72,2024-07-10 04:33:12.000000000,Weather,3382,Ice
2308,Rural South,2023-03-23 23:26:00,3.78,2023-03-24 03:12:48.000000000,Weather,1079,High Wind
2309,Rural North,2024-06-12 02:34:00,0.77,2024-06-12 03:20:12.000000000,Weather,2786,Ice
2310,Huntsville,2023-03-14 19:58:00,13.1,2023-03-15 09:04:00.000000000,Weather,1202,Heatwave
2311,Rural North,2023-01-14 14:07:00,2.46,2023-01-14 16:34:36.000000000,Wildlife,823,Heavy Rain
2312,Huntsville,2024-03-08 01:54:00,3.57,2024-03-08 05:28:11.999999999,Wildlife,1162,Heavy Rain
2313,Rural South,2023-06-06 23:33:00,0.38,2023-06-06 23:55:48.000000000,Equipment Failure,2765,Storm
2314,Mobile,2023-05-12 05:10:00,0.87,2023-05-12 06:02:12.000000000,Other,1893,Ice
2315,Rural North,2023-12-04 16:32:00,0.45,2023-12-04 16:59:00.000000000,Other,277,Heatwave
2316,Huntsville,2024-02-08 04:59:00,1.48,2024-02-08 06:27:48.000000000,Maintenance,3681,Heavy Rain
2317,Mobile,2024-01-11 17:21:00,1.0,2024-01-11 18:21:00.000000000,Equipment Failure,2822,High Wind
2318,Montgomery,2024-07-12 13:03:00,3.96,2024-07-12 17:00:36.000000000,Weather,4690,Clear
2319,Huntsville,2023-04-17 00:11:00,0.35,2023-04-17 00:32:00.000000000,Equipment Failure,4095,High Wind
2320,Rural South,2024-09-11 23:47:00,4.18,2024-09-12 03:57:48.000000000,Weather,393,Clear
2321,Montgomery,2023-09-22 03:51:00,0.14,2023-09-22 03:59:24.000000000,Weather,3966,Heatwave
2322,Montgomery,2023-07-24 15:54:00,0.68,2023-07-24 16:34:48.000000000,Other,2860,High Wind
2323,Birmingham,2023-03-20 12:09:00,4.71,2023-03-20 16:51:36.000000000,Weather,4535,Heavy Rain
2324,Rural North,2023-06-04 21:41:00,4.07,2023-06-05 01:45:12.000000000,Weather,3421,Ice
2325,Huntsville,2023-09-04 22:56:00,1.94,2023-09-05 00:52:24.000000000,Equipment Failure,1059,Clear
2326,Montgomery,2024-06-14 16:57:00,0.15,2024-06-14 17:06:00.000000000,Equipment Failure,1843,Ice
2327,Birmingham,2024-06-21 16:38:00,2.82,2024-06-21 19:27:12.000000000,Weather,807,Heatwave
2328,Rural South,2024-12-29 05:02:00,1.57,2024-12-29 06:36:11.999999999,Weather,4477,Ice
2329,Mobile,2023-06-03 09:00:00,1.14,2023-06-03 10:08:24.000000000,Other,2985,Heavy Rain
2330,Huntsville,2023-06-03 07:49:00,3.07,2023-06-03 10:53:12.000000000,Weather,1300,Heatwave
2331,Montgomery,2024-11-16 13:32:00,1.72,2024-11-16 15:15:12.000000000,Wildlife,2197,Storm
2332,Rural North,2023-04-02 01:16:00,0.29,2023-04-02 01:33:23.999999999,Equipment Failure,76,Storm
2333,Birmingham,2024-03-08 16:59:00,7.43,2024-03-09 00:24:48.000000000,Equipment Failure,1402,Clear
2334,Montgomery,2023-12-04 00:23:00,4.52,2023-12-04 04:54:12.000000000,Weather,4001,Heavy Rain
2335,Rural North,2024-04-24 17:18:00,0.17,2024-04-24 17:28:12.000000000,Maintenance,3031,Ice
2336,Montgomery,2024-11-23 11:15:00,2.23,2024-11-23 13:28:48.000000000,Wildlife,1711,High Wind
2337,Huntsville,2023-05-11 08:44:00,0.26,2023-05-11 08:59:36.000000000,Weather,588,High Wind
2338,Huntsville,2024-03-25 05:46:00,5.45,2024-03-25 11:13:00.000000000,Weather,1615,Heatwave
2339,Huntsville,2023-09-30 02:51:00,2.85,2023-09-30 05:42:00.000000000,Weather,4053,Clear
2340,Rural South,2024-08-10 22:30:00,0.57,2024-08-10 23:04:11.999999999,Maintenance,1988,Clear
2341,Rural South,2023-06-26 11:51:00,0.06,2023-06-26 11:54:36.000000000,Equipment Failure,4515,Clear
2342,Birmingham,2024-11-26 08:08:00,0.1,2024-11-26 08:14:00.000000000,Weather,2890,Heavy Rain
2343,Huntsville,2024-10-04 06:17:00,2.12,2024-10-04 08:24:12.000000000,Weather,2680,High Wind
2344,Rural North,2023-02-18 19:47:00,3.98,2023-02-18 23:45:48.000000000,Equipment Failure,3726,Heatwave
2345,Montgomery,2024-07-20 06:11:00,0.39,2024-07-20 06:34:24.000000000,Wildlife,4945,Heavy Rain
2346,Mobile,2024-10-27 16:39:00,0.75,2024-10-27 17:24:00.000000000,Equipment Failure,4294,Heatwave
2347,Rural North,2023-12-21 16:16:00,1.19,2023-12-21 17:27:24.000000000,Weather,4382,Heavy Rain
2348,Rural South,2024-12-12 12:36:00,0.74,2024-12-12 13:20:24.000000000,Weather,2164,Ice
2349,Rural South,2023-11-04 07:56:00,1.49,2023-11-04 09:25:24.000000000,Equipment Failure,2814,Heavy Rain
2350,Rural North,2024-09-21 06:21:00,2.46,2024-09-21 08:48:36.000000000,Weather,2230,Heavy Rain
2351,Rural South,2023-02-15 02:34:00,3.46,2023-02-15 06:01:36.000000000,Maintenance,3999,Ice
2352,Huntsville,2023-10-29 04:16:00,9.95,2023-10-29 14:13:00.000000000,Equipment Failure,1008,Storm
2353,Birmingham,2024-02-12 11:13:00,8.01,2024-02-12 19:13:36.000000000,Weather,731,Ice
2354,Montgomery,2023-07-08 01:07:00,2.53,2023-07-08 03:38:48.000000000,Equipment Failure,1224,Clear
2355,Birmingham,2023-05-09 05:43:00,3.97,2023-05-09 09:41:12.000000000,Maintenance,1703,Storm
2356,Montgomery,2024-07-14 21:40:00,9.04,2024-07-15 06:42:24.000000000,Equipment Failure,3404,High Wind
2357,Montgomery,2024-06-20 11:12:00,0.26,2024-06-20 11:27:36.000000000,Wildlife,4035,Heatwave
2358,Birmingham,2023-09-23 06:30:00,0.02,2023-09-23 06:31:12.000000000,Equipment Failure,3589,Heavy Rain
2359,Rural North,2023-04-28 04:18:00,0.09,2023-04-28 04:23:24.000000000,Maintenance,2813,Storm
2360,Montgomery,2024-04-08 05:06:00,2.49,2024-04-08 07:35:24.000000000,Maintenance,2240,High Wind
2361,Birmingham,2023-05-24 18:38:00,4.32,2023-05-24 22:57:12.000000000,Weather,4822,Ice
2362,Montgomery,2024-03-17 15:49:00,1.37,2024-03-17 17:11:12.000000000,Weather,468,Ice
2363,Mobile,2023-07-19 16:09:00,2.36,2023-07-19 18:30:36.000000000,Other,1711,Clear
2364,Rural North,2023-06-06 04:05:00,2.18,2023-06-06 06:15:48.000000000,Other,636,Clear
2365,Huntsville,2024-05-01 12:12:00,0.3,2024-05-01 12:30:00.000000000,Maintenance,2466,Storm
2366,Montgomery,2023-05-14 03:06:00,1.16,2023-05-14 04:15:36.000000000,Maintenance,216,Heatwave
2367,Mobile,2023-05-28 15:24:00,0.06,2023-05-28 15:27:36.000000000,Weather,3326,Heavy Rain
2368,Huntsville,2023-12-02 13:04:00,0.35,2023-12-02 13:25:00.000000000,Equipment Failure,1366,Ice
2369,Huntsville,2023-03-12 23:16:00,5.01,2023-03-13 04:16:36.000000000,Other,4778,Storm
2370,Montgomery,2023-08-21 23:49:00,5.31,2023-08-22 05:07:36.000000000,Wildlife,3606,Storm
2371,Birmingham,2023-11-30 06:47:00,4.86,2023-11-30 11:38:36.000000000,Weather,1949,Heatwave
2372,Montgomery,2024-10-27 19:08:00,3.89,2024-10-27 23:01:24.000000000,Weather,2805,Storm
2373,Mobile,2023-03-31 22:40:00,4.73,2023-04-01 03:23:48.000000000,Equipment Failure,4378,Clear
2374,Huntsville,2023-11-30 05:40:00,3.33,2023-11-30 08:59:48.000000000,Equipment Failure,2683,Heatwave
2375,Montgomery,2023-07-18 09:22:00,3.32,2023-07-18 12:41:12.000000000,Weather,1059,Ice
2376,Birmingham,2023-06-10 20:01:00,3.3,2023-06-10 23:19:00.000000000,Equipment Failure,2601,Clear
2377,Montgomery,2024-06-21 10:50:00,2.16,2024-06-21 12:59:36.000000000,Weather,3799,Clear
2378,Rural North,2023-05-01 15:51:00,1.35,2023-05-01 17:12:00.000000000,Maintenance,4014,Heatwave
2379,Birmingham,2023-10-28 19:53:00,3.93,2023-10-28 23:48:48.000000000,Maintenance,100,Heatwave
2380,Mobile,2024-12-24 17:42:00,1.06,2024-12-24 18:45:36.000000000,Wildlife,485,Storm
2381,Huntsville,2024-07-28 01:08:00,2.35,2024-07-28 03:29:00.000000000,Wildlife,2056,High Wind
2382,Montgomery,2024-03-11 20:59:00,1.7,2024-03-11 22:41:00.000000000,Equipment Failure,4831,High Wind
2383,Birmingham,2023-03-09 06:20:00,0.97,2023-03-09 07:18:12.000000000,Maintenance,3700,High Wind
2384,Rural North,2024-04-03 00:56:00,11.03,2024-04-03 11:57:48.000000000,Equipment Failure,4035,Storm
2385,Birmingham,2024-05-28 21:40:00,0.9,2024-05-28 22:34:00.000000000,Other,3276,Heavy Rain
2386,Rural South,2024-02-02 14:09:00,1.11,2024-02-02 15:15:36.000000000,Weather,4639,Ice
2387,Rural North,2024-09-11 18:42:00,0.53,2024-09-11 19:13:48.000000000,Other,2755,Storm
2388,Mobile,2023-10-13 15:15:00,5.19,2023-10-13 20:26:24.000000000,Weather,94,Storm
2389,Huntsville,2024-07-14 05:24:00,2.65,2024-07-14 08:03:00.000000000,Weather,2649,Clear
2390,Mobile,2023-05-20 07:40:00,2.85,2023-05-20 10:31:00.000000000,Equipment Failure,4946,High Wind
2391,Montgomery,2024-12-30 02:58:00,5.15,2024-12-30 08:07:00.000000000,Equipment Failure,86,Heatwave
2392,Birmingham,2024-07-09 14:03:00,1.26,2024-07-09 15:18:36.000000000,Weather,2440,Storm
2393,Rural South,2024-08-12 09:33:00,0.65,2024-08-12 10:12:00.000000000,Equipment Failure,3514,Heavy Rain
2394,Rural North,2024-12-28 01:58:00,0.66,2024-12-28 02:37:36.000000000,Wildlife,2434,Ice
2395,Rural North,2024-09-01 09:08:00,3.96,2024-09-01 13:05:36.000000000,Weather,2231,Heavy Rain
2396,Birmingham,2023-10-09 10:45:00,2.86,2023-10-09 13:36:36.000000000,Equipment Failure,415,Storm
2397,Rural South,2024-10-22 00:25:00,0.69,2024-10-22 01:06:24.000000000,Weather,2139,Storm
2398,Birmingham,2024-07-31 17:11:00,0.47,2024-07-31 17:39:12.000000000,Equipment Failure,4126,Clear
2399,Montgomery,2024-04-01 16:08:00,0.39,2024-04-01 16:31:24.000000000,Maintenance,407,Heavy Rain
2400,Mobile,2023-03-28 08:52:00,2.96,2023-03-28 11:49:36.000000000,Weather,1810,Clear
2401,Rural North,2023-03-20 02:28:00,0.0,2023-03-20 02:28:00.000000000,Other,3483,Heatwave
2402,Montgomery,2023-07-24 17:28:00,0.06,2023-07-24 17:31:36.000000000,Equipment Failure,1818,Heavy Rain
2403,Mobile,2023-12-03 10:54:00,1.48,2023-12-03 12:22:48.000000000,Wildlife,4999,High Wind
2404,Montgomery,2023-09-11 15:44:00,3.53,2023-09-11 19:15:48.000000000,Maintenance,3936,Heatwave
2405,Rural South,2023-10-31 09:14:00,3.56,2023-10-31 12:47:36.000000000,Wildlife,1954,High Wind
2406,Rural North,2024-01-15 07:04:00,1.69,2024-01-15 08:45:24.000000000,Weather,447,Heavy Rain
2407,Birmingham,2023-05-10 04:52:00,3.52,2023-05-10 08:23:12.000000000,Weather,232,Clear
2408,Birmingham,2024-08-18 20:08:00,2.21,2024-08-18 22:20:36.000000000,Equipment Failure,1620,High Wind
2409,Mobile,2023-10-03 09:13:00,11.31,2023-10-03 20:31:36.000000000,Wildlife,1970,Storm
2410,Huntsville,2024-11-29 07:10:00,0.53,2024-11-29 07:41:48.000000000,Weather,4614,Ice
2411,Rural South,2024-07-11 10:03:00,2.75,2024-07-11 12:48:00.000000000,Other,4010,Clear
2412,Mobile,2023-07-02 05:16:00,2.03,2023-07-02 07:17:48.000000000,Weather,2674,Heatwave
2413,Huntsville,2023-09-25 06:37:00,0.65,2023-09-25 07:16:00.000000000,Weather,1075,Heatwave
2414,Montgomery,2023-11-18 22:27:00,4.16,2023-11-19 02:36:36.000000000,Weather,1286,Heavy Rain
2415,Rural South,2024-05-26 09:55:00,0.97,2024-05-26 10:53:12.000000000,Equipment Failure,613,Heatwave
2416,Montgomery,2024-09-03 09:05:00,1.44,2024-09-03 10:31:24.000000000,Other,198,Ice
2417,Rural North,2023-03-19 01:15:00,1.41,2023-03-19 02:39:36.000000000,Weather,685,Ice
2418,Rural South,2023-12-05 14:24:00,0.84,2023-12-05 15:14:24.000000000,Equipment Failure,647,Storm
2419,Huntsville,2024-11-04 15:15:00,1.69,2024-11-04 16:56:24.000000000,Weather,2006,Heatwave
2420,Rural North,2024-07-09 11:48:00,1.92,2024-07-09 13:43:12.000000000,Equipment Failure,1854,Clear
2421,Birmingham,2024-05-23 08:05:00,4.09,2024-05-23 12:10:24.000000000,Weather,56,Ice
2422,Huntsville,2023-08-26 18:31:00,4.35,2023-08-26 22:52:00.000000000,Equipment Failure,829,Clear
2423,Mobile,2023-05-14 12:26:00,0.52,2023-05-14 12:57:12.000000000,Maintenance,3817,Storm
2424,Birmingham,2023-07-11 20:55:00,2.7,2023-07-11 23:37:00.000000000,Equipment Failure,3032,Heavy Rain
2425,Birmingham,2023-12-22 17:10:00,6.8,2023-12-22 23:58:00.000000000,Weather,1090,Ice
2426,Mobile,2023-10-05 09:09:00,0.35,2023-10-05 09:30:00.000000000,Weather,3156,Ice
2427,Rural South,2023-01-18 16:15:00,1.92,2023-01-18 18:10:12.000000000,Maintenance,1287,Ice
2428,Birmingham,2024-06-07 17:55:00,4.16,2024-06-07 22:04:36.000000000,Wildlife,3744,Heatwave
2429,Huntsville,2023-06-29 15:41:00,2.84,2023-06-29 18:31:24.000000000,Other,2227,Clear
2430,Rural North,2023-05-03 15:18:00,0.32,2023-05-03 15:37:12.000000000,Wildlife,2896,Ice
2431,Birmingham,2023-09-03 23:39:00,1.52,2023-09-04 01:10:12.000000000,Other,805,Clear
2432,Huntsville,2024-01-08 20:44:00,2.12,2024-01-08 22:51:12.000000000,Equipment Failure,3338,Heatwave
2433,Montgomery,2023-02-20 19:26:00,16.45,2023-02-21 11:53:00.000000000,Weather,3016,High Wind
2434,Huntsville,2023-03-12 06:02:00,0.59,2023-03-12 06:37:24.000000000,Weather,3194,High Wind
2435,Rural North,2024-04-24 06:21:00,12.12,2024-04-24 18:28:12.000000000,Equipment Failure,2399,Clear
2436,Huntsville,2024-07-13 21:40:00,1.42,2024-07-13 23:05:12.000000000,Maintenance,4153,Heatwave
2437,Mobile,2023-01-19 04:30:00,0.67,2023-01-19 05:10:12.000000000,Wildlife,3868,High Wind
2438,Rural North,2023-03-25 17:17:00,1.6,2023-03-25 18:53:00.000000000,Weather,1228,Storm
2439,Rural South,2023-06-04 04:57:00,2.86,2023-06-04 07:48:36.000000000,Equipment Failure,1770,Storm
2440,Montgomery,2024-07-18 16:43:00,0.72,2024-07-18 17:26:12.000000000,Maintenance,734,High Wind
2441,Mobile,2024-09-10 03:53:00,1.03,2024-09-10 04:54:48.000000000,Equipment Failure,1354,Heavy Rain
2442,Rural South,2023-12-23 09:34:00,5.78,2023-12-23 15:20:48.000000000,Weather,147,Clear
2443,Huntsville,2024-10-08 00:26:00,20.75,2024-10-08 21:11:00.000000000,Maintenance,4460,High Wind
2444,Rural North,2024-03-18 01:32:00,1.15,2024-03-18 02:41:00.000000000,Weather,4916,Clear
2445,Montgomery,2023-03-10 10:16:00,0.48,2023-03-10 10:44:48.000000000,Other,3564,Heatwave
2446,Mobile,2024-06-06 05:08:00,4.73,2024-06-06 09:51:48.000000000,Other,2769,High Wind
2447,Rural South,2023-05-23 00:51:00,2.75,2023-05-23 03:36:00.000000000,Weather,68,Storm
2448,Rural South,2023-07-11 05:18:00,0.32,2023-07-11 05:37:12.000000000,Weather,780,Heatwave
2449,Montgomery,2024-01-22 03:00:00,8.8,2024-01-22 11:48:00.000000000,Maintenance,398,Heavy Rain
2450,Huntsville,2024-01-13 19:03:00,0.24,2024-01-13 19:17:24.000000000,Equipment Failure,3934,Clear
2451,Montgomery,2024-08-03 14:34:00,2.95,2024-08-03 17:31:00.000000000,Weather,3432,Heavy Rain
2452,Rural South,2024-06-18 17:46:00,1.65,2024-06-18 19:25:00.000000000,Other,4444,Storm
2453,Birmingham,2024-11-23 10:46:00,2.44,2024-11-23 13:12:24.000000000,Equipment Failure,4862,Ice
2454,Mobile,2023-10-20 21:23:00,0.72,2023-10-20 22:06:12.000000000,Weather,605,Ice
2455,Montgomery,2023-01-09 03:16:00,3.5,2023-01-09 06:46:00.000000000,Equipment Failure,445,Clear
2456,Rural South,2023-09-28 10:44:00,9.64,2023-09-28 20:22:24.000000000,Weather,1483,Heatwave
2457,Huntsville,2024-01-22 16:10:00,1.84,2024-01-22 18:00:24.000000000,Weather,4482,Storm
2458,Rural South,2023-04-03 04:14:00,2.22,2023-04-03 06:27:12.000000000,Equipment Failure,1992,Clear
2459,Huntsville,2024-06-12 12:11:00,0.82,2024-06-12 13:00:12.000000000,Weather,2448,Heatwave
2460,Montgomery,2023-06-03 05:35:00,6.67,2023-06-03 12:15:12.000000000,Equipment Failure,2878,Clear
2461,Huntsville,2024-02-09 16:29:00,10.64,2024-02-10 03:07:24.000000000,Other,4219,Clear
2462,Rural North,2023-05-29 14:59:00,4.63,2023-05-29 19:36:48.000000000,Wildlife,3827,Heavy Rain
2463,Rural North,2023-09-24 21:18:00,2.35,2023-09-24 23:39:00.000000000,Weather,783,High Wind
2464,Rural North,2024-02-26 08:33:00,9.43,2024-02-26 17:58:48.000000000,Weather,1936,Storm
2465,Birmingham,2024-09-09 04:01:00,0.5,2024-09-09 04:31:00.000000000,Equipment Failure,2229,Heavy Rain
2466,Montgomery,2024-04-16 02:28:00,1.95,2024-04-16 04:25:00.000000000,Equipment Failure,27,Heatwave
2467,Rural South,2024-06-30 22:02:00,2.31,2024-07-01 00:20:36.000000000,Wildlife,4340,High Wind
2468,Rural South,2024-09-22 12:36:00,2.03,2024-09-22 14:37:48.000000000,Equipment Failure,3976,Clear
2469,Birmingham,2024-06-09 10:19:00,4.86,2024-06-09 15:10:36.000000000,Weather,1702,Ice
2470,Huntsville,2024-05-17 07:32:00,3.33,2024-05-17 10:51:48.000000000,Equipment Failure,2780,Heavy Rain
2471,Birmingham,2023-01-14 23:36:00,0.41,2023-01-15 00:00:36.000000000,Wildlife,4386,Storm
2472,Huntsville,2024-10-13 03:31:00,1.28,2024-10-13 04:47:48.000000000,Other,4936,Storm
2473,Huntsville,2023-12-30 11:07:00,1.24,2023-12-30 12:21:24.000000000,Weather,3277,High Wind
2474,Mobile,2023-04-29 09:53:00,2.5,2023-04-29 12:23:00.000000000,Equipment Failure,1148,Heavy Rain
2475,Rural South,2023-08-26 02:10:00,1.03,2023-08-26 03:11:48.000000000,Weather,1705,Clear
2476,Rural North,2024-06-29 22:32:00,0.37,2024-06-29 22:54:12.000000000,Equipment Failure,1596,High Wind
2477,Huntsville,2023-06-18 10:11:00,3.18,2023-06-18 13:21:48.000000000,Weather,4523,Heatwave
2478,Mobile,2024-06-05 04:15:00,5.71,2024-06-05 09:57:36.000000000,Other,2341,Storm
2479,Rural South,2024-09-25 09:20:00,8.05,2024-09-25 17:23:00.000000000,Equipment Failure,4690,Heatwave
2480,Rural North,2024-10-18 01:02:00,10.79,2024-10-18 11:49:24.000000000,Wildlife,2679,Heavy Rain
2481,Huntsville,2024-05-30 22:14:00,4.56,2024-05-31 02:47:36.000000000,Other,2278,Ice
2482,Huntsville,2024-02-01 06:46:00,0.45,2024-02-01 07:13:00.000000000,Weather,2066,Heatwave
2483,Birmingham,2023-04-16 13:21:00,5.75,2023-04-16 19:06:00.000000000,Maintenance,4937,Clear
2484,Birmingham,2023-03-26 18:48:00,1.53,2023-03-26 20:19:48.000000000,Wildlife,2432,Storm
2485,Rural South,2023-08-02 00:14:00,3.93,2023-08-02 04:09:48.000000000,Equipment Failure,4639,Heavy Rain
2486,Rural North,2023-05-01 04:18:00,2.27,2023-05-01 06:34:12.000000000,Equipment Failure,3496,Ice
2487,Huntsville,2023-05-12 12:02:00,5.29,2023-05-12 17:19:23.999999999,Equipment Failure,2759,Storm
2488,Rural South,2023-07-16 23:55:00,1.66,2023-07-17 01:34:36.000000000,Maintenance,4051,Ice
2489,Rural South,2023-01-19 21:22:00,0.19,2023-01-19 21:33:24.000000000,Weather,2834,Storm
2490,Montgomery,2024-10-03 10:13:00,2.44,2024-10-03 12:39:24.000000000,Equipment Failure,1415,High Wind
2491,Birmingham,2023-01-12 21:23:00,0.56,2023-01-12 21:56:36.000000000,Weather,1896,High Wind
2492,Rural North,2023-03-22 17:48:00,10.1,2023-03-23 03:54:00.000000000,Weather,2997,High Wind
2493,Huntsville,2023-11-26 13:32:00,2.25,2023-11-26 15:47:00.000000000,Weather,3585,Heavy Rain
2494,Rural South,2024-01-27 05:30:00,2.42,2024-01-27 07:55:12.000000000,Weather,4552,High Wind
2495,Huntsville,2024-09-28 02:44:00,7.13,2024-09-28 09:51:48.000000000,Equipment Failure,2737,Heavy Rain
